PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,1159381.52128,1943543.9216700001,"(42.00081, -87.689017)"
WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,1159431.0457899999,1943543.9216700001,"(42.000809, -87.688835)"
WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,1159477.1939900001,1943546.1726500001,"(42.000814, -87.688665)"
WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,1159525.5928400001,1943546.1726500001,"(42.000813, -87.688487)"
WASHINGTON (DINAH),388,PLAYGROUND PARK,OUTDOOR,1190743.45954,1850776.60589,"(41.745548, -87.576653)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1180024.8966600001,1865540.2522199999,"(41.786313, -87.615476)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1180027.9202699999,1865655.1551999999,"(41.786628, -87.615461)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1180018.8491,1865779.12903,"(41.786968, -87.615491)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1180015.8254800001,1865900.07925,"(41.7873, -87.615498)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1179982.5640700001,1867189.71184,"(41.79084, -87.61558)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1179979.54045,1867362.06583,"(41.791313, -87.615586)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1179979.54045,1867473.94487,"(41.79162, -87.615583)"
WASHINGTON (GEORGE),21,SPORT ROLLER COURT,OUTDOOR,1179970.4689499999,1867588.8475299999,"(41.791936, -87.615613)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1179967.44533,1867703.7505099999,"(41.792251, -87.61562)"
WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,1179982.5640700001,1867074.80886,"(41.790525, -87.615584)"
WASHINGTON (GEORGE),21,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1181291.02602,1869784.6787700001,"(41.797931, -87.610703)"
WASHINGTON (GEORGE),21,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1181075.36733,1869772.51672,"(41.797902, -87.611494)"
WASHINGTON (GEORGE),21,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1181524.5862400001,1869789.3742899999,"(41.797938, -87.609846)"
WASHINGTON (GEORGE),21,FITNESS CENTER,INDOOR,1180042.5006299999,1868107.0508900001,"(41.793356, -87.615333)"
WASHINGTON (GEORGE),21,GYMNASIUM,INDOOR,1180113.2944499999,1868177.8447100001,"(41.793549, -87.615071)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181923.8160900001,1868861.84925,"(41.795384, -87.608411)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181926.83971,1868991.8706400001,"(41.795741, -87.608396)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181905.67341,1869451.48193,"(41.797002, -87.608459)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181808.9131,1869775.0239299999,"(41.797892, -87.608804)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181787.7468099999,1869908.0689399999,"(41.798258, -87.608877)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181745.4142199999,1870258.8248000001,"(41.799221, -87.609022)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181427.91977,1870524.9154699999,"(41.799959, -87.610178)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181189.0429499999,1870316.2761299999,"(41.799392, -87.61106)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181198.1144600001,1870180.2071700001,"(41.799018, -87.611031)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1181055.99762,1870183.2311199999,"(41.79903, -87.611552)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1180789.9072700001,1870007.8531899999,"(41.798555, -87.612533)"
WASHINGTON (GEORGE),21,BASEBALL JR/SOFTBALL,OUTDOOR,1180768.7409699999,1869880.8554100001,"(41.798207, -87.612615)"
WASHINGTON (GEORGE),21,POOL (OUTDOOR),OUTDOOR,1180233.5360099999,1867842.84308,"(41.792627, -87.61464)"
WASHINGTON (GEORGE),21,PLAYGROUND,OUTDOOR,1180953.1900800001,1865534.2049799999,"(41.786275, -87.612072)"
WASHINGTON (GEORGE),21,PLAYGROUND,OUTDOOR,1179985.5876800001,1870234.6348900001,"(41.799196, -87.615476)"
WASHINGTON (GEORGE),21,PLAYGROUND,OUTDOOR,1182401.5693999999,1868946.51443,"(41.795605, -87.606656)"
WASHINGTON (GEORGE),21,BASEBALL SR,OUTDOOR,1180668.9567199999,1869481.7194000001,"(41.797114, -87.612993)"
WASHINGTON (GEORGE),21,BASEBALL SR,OUTDOOR,1180644.7668099999,1868535.28363,"(41.794517, -87.613111)"
WASHINGTON (GEORGE),21,BASEBALL SR,OUTDOOR,1181563.9887300001,1868604.82975,"(41.794687, -87.609738)"
WASHINGTON (GEORGE),21,BASEBALL SR,OUTDOOR,1181113.44927,1868420.3806400001,"(41.794191, -87.611396)"
WASHINGTON (GEORGE),21,TENNIS COURT,OUTDOOR,1180009.77792,1866096.6234800001,"(41.78784, -87.615514)"
WASHINGTON (GEORGE),21,TENNIS COURT,OUTDOOR,1180006.75398,1866205.4789,"(41.788139, -87.615522)"
WASHINGTON (GEORGE),21,TENNIS COURT,OUTDOOR,1180006.75398,1866302.23921,"(41.788404, -87.615519)"
WASHINGTON (GEORGE),21,TENNIS COURT,OUTDOOR,1180006.75398,1866411.0943100001,"(41.788703, -87.615516)"
WASHINGTON (GEORGE),21,TENNIS COURT,OUTDOOR,1180003.7303599999,1866525.9969599999,"(41.789018, -87.615523)"
WASHINGTON (GEORGE),21,TENNIS COURT,OUTDOOR,1179994.65919,1866722.54119,"(41.789558, -87.61555)"
DOUGLAS (STEPHEN),218,TRACK,OUTDOOR,1156304.2308499999,1891236.83534,"(41.857338, -87.701755)"
DREXEL (FRANCIS),441,PLAYGROUND PARK,OUTDOOR,1164324.4411800001,1858515.7629800001,"(41.767382, -87.673239)"
DUNBAR (PAUL LAURENCE),267,BASKETBALL COURT,OUTDOOR,1178807.89417,1885241.4582199999,"(41.840402, -87.619338)"
DUNBAR (PAUL LAURENCE),267,BASKETBALL COURT,OUTDOOR,1178739.5859099999,1885237.7984499999,"(41.840394, -87.619588)"
DUNBAR (PAUL LAURENCE),267,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1178399.14466,1884984.9820300001,"(41.839708, -87.620845)"
JENSEN (CHRIST),82,BASKETBALL BACKBOARD,OUTDOOR,1150716.77516,1930756.82815,"(41.965896, -87.721229)"
DUNBAR (PAUL LAURENCE),267,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1178594.3939400001,1885445.7019100001,"(41.840968, -87.620115)"
DUNBAR (PAUL LAURENCE),267,BASEBALL JR/SOFTBALL,OUTDOOR,1178644.6317,1884776.25639,"(41.83913, -87.619951)"
DUNBAR (PAUL LAURENCE),267,BASEBALL JR/SOFTBALL,OUTDOOR,1178194.9370599999,1885198.3838299999,"(41.840298, -87.621588)"
DUNBAR (PAUL LAURENCE),267,PLAYGROUND,OUTDOOR,1178279.3624199999,1885749.7341100001,"(41.841809, -87.621262)"
DUNBAR (PAUL LAURENCE),267,PLAYGROUND,OUTDOOR,1178320.7137200001,1884586.7298699999,"(41.838617, -87.621145)"
DUNBAR (PAUL LAURENCE),267,BASEBALL SR,OUTDOOR,1178212.1666900001,1884767.6415800001,"(41.839116, -87.621538)"
DUNBAR (PAUL LAURENCE),267,BASEBALL SR,OUTDOOR,1178629.1251699999,1885205.2758800001,"(41.840307, -87.619995)"
DUNBAR (PAUL LAURENCE),267,TENNIS COURT,OUTDOOR,1178222.5042699999,1885579.1599699999,"(41.841342, -87.621475)"
DUNBAR (PAUL LAURENCE),267,TENNIS COURT,OUTDOOR,1178275.91656,1885460.27504,"(41.841015, -87.621283)"
DUNBAR (PAUL LAURENCE),267,TENNIS COURT,OUTDOOR,1178222.5042699999,1885458.5522700001,"(41.841011, -87.621479)"
DUNBAR (PAUL LAURENCE),267,TENNIS COURT,OUTDOOR,1178175.98435,1885579.1599699999,"(41.841343, -87.621646)"
DUNBAR (PAUL LAURENCE),267,TENNIS COURT,OUTDOOR,1178270.74761,1885579.1599699999,"(41.841341, -87.621298)"
DUNBAR (PAUL LAURENCE),267,TENNIS COURT,OUTDOOR,1178181.1532999999,1885456.8291799999,"(41.841008, -87.621631)"
DUNBAR (PAUL LAURENCE),267,TRACK,OUTDOOR,1178594.6655999999,1885551.59244,"(41.841258, -87.620111)"
DUNHAM (ROBERT),258,FITNESS CENTER,INDOOR,1134007.6566699999,1930626.9799800001,"(41.96585, -87.78267)"
DUNHAM (ROBERT),258,GYMNASIUM,INDOOR,1133998.4463899999,1930661.9792500001,"(41.965947, -87.782703)"
DUNHAM (ROBERT),258,BASEBALL JR/SOFTBALL,OUTDOOR,1133138.04293,1930727.4863400001,"(41.966141, -87.785865)"
DUNHAM (ROBERT),258,BASEBALL JR/SOFTBALL,OUTDOOR,1133395.1477300001,1930785.6630599999,"(41.966297, -87.784918)"
DUNHAM (ROBERT),258,BASEBALL JR/SOFTBALL,OUTDOOR,1133680.40273,1930802.5531200001,"(41.966338, -87.783869)"
DUNHAM (ROBERT),258,BASEBALL JR/SOFTBALL,OUTDOOR,1133781.7434100001,1930588.61195,"(41.965749, -87.783501)"
DUNHAM (ROBERT),258,BASEBALL JR/SOFTBALL,OUTDOOR,1133556.5420899999,1930496.65478,"(41.965501, -87.784331)"
DUNHAM (ROBERT),258,PLAYGROUND,OUTDOOR,1134070.7516900001,1930785.6630599999,"(41.966285, -87.782434)"
DUNHAM (ROBERT),258,SPRAY FEATURE,OUTDOOR,1133973.16429,1930813.81327,"(41.966364, -87.782792)"
DUNHAM (ROBERT),258,BASEBALL SR,OUTDOOR,1133145.5497999999,1930477.88809,"(41.965456, -87.785843)"
DUNHAM (ROBERT),258,TENNIS COURT,OUTDOOR,1132973.1561199999,1930474.7506299999,"(41.965451, -87.786477)"
DUNHAM (ROBERT),258,TENNIS COURT,OUTDOOR,1132973.1561199999,1930594.80846,"(41.96578, -87.786474)"
DURKIN (MARTIN),268,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1149669.99018,1848174.7101700001,"(41.7393, -87.727222)"
DURKIN (MARTIN),268,FITNESS COURSE,OUTDOOR,1149293.54146,1847987.96777,"(41.738795, -87.728606)"
DURKIN (MARTIN),268,BASEBALL JR/SOFTBALL,OUTDOOR,1149550.38904,1848353.1996500001,"(41.739792, -87.727655)"
DURKIN (MARTIN),268,BASEBALL JR/SOFTBALL,OUTDOOR,1149811.1040699999,1848357.22621,"(41.739799, -87.7267)"
DURKIN (MARTIN),268,BASEBALL JR/SOFTBALL,OUTDOOR,1149821.17032,1847981.7561600001,"(41.738768, -87.726673)"
DURKIN (MARTIN),268,PLAYGROUND,OUTDOOR,1149310.8130699999,1848442.7890300001,"(41.740043, -87.728531)"
DURKIN (MARTIN),268,SPORT ROLLER COURT,OUTDOOR,1149435.63402,1848421.6499699999,"(41.739983, -87.728074)"
DURKIN (MARTIN),268,SPRAY FEATURE,OUTDOOR,1149271.55495,1848344.1402799999,"(41.739773, -87.728677)"
DURKIN (MARTIN),268,BASEBALL SR,OUTDOOR,1149423.5546500001,1847965.65023,"(41.738731, -87.72813)"
DURSO (JOHN),1037,BASKETBALL COURT,OUTDOOR,1173125.92325,1906136.9643300001,"(41.897869, -87.639568)"
DURSO (JOHN),1037,BASKETBALL COURT,OUTDOOR,1173129.48657,1906078.7613599999,"(41.897709, -87.639557)"
DURSO (JOHN),1037,PLAYGROUND,OUTDOOR,1173103.9485599999,1906398.28303,"(41.898586, -87.639641)"
DVORAK (ANTON),216,BASKETBALL COURT,OUTDOOR,1169219.3392,1890485.0120399999,"(41.855004, -87.654371)"
DVORAK (ANTON),216,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169255.0943799999,1889789.7503,"(41.853096, -87.65426)"
DVORAK (ANTON),216,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169379.5308099999,1890300.7847200001,"(41.854495, -87.653789)"
DVORAK (ANTON),216,GYMNASIUM,INDOOR,1169336.03844,1890474.7538600001,"(41.854974, -87.653943)"
DVORAK (ANTON),216,BASEBALL JR/SOFTBALL,OUTDOOR,1169265.52251,1890344.0310200001,"(41.854617, -87.654206)"
DVORAK (ANTON),216,POOL (OUTDOOR),OUTDOOR,1169336.01318,1890154.4356,"(41.854095, -87.653953)"
DVORAK (ANTON),216,PLAYGROUND,OUTDOOR,1169498.87047,1890508.10353,"(41.855062, -87.653345)"
DVORAK (ANTON),216,PLAYGROUND,OUTDOOR,1169208.1928999999,1889993.59274,"(41.853656, -87.654427)"
DVORAK (ANTON),216,SPRAY FEATURE,OUTDOOR,1169459.97914,1890156.8663699999,"(41.854099, -87.653498)"
DVORAK (ANTON),216,VOLLEYBALL,OUTDOOR,1169252.15377,1890003.7318299999,"(41.853683, -87.654265)"
ECKERSALL (WALTER HERBERT),232,BASKETBALL COURT,OUTDOOR,1193844.3191500001,1851176.15102,"(41.746569, -87.565278)"
ECKERSALL (WALTER HERBERT),232,PLAYGROUND,OUTDOOR,1194169.7505900001,1851192.0030199999,"(41.746604, -87.564085)"
ECKHART (BERNARD),208,BASKETBALL COURT,OUTDOOR,1167102.04422,1905751.2662800001,"(41.896942, -87.661704)"
ECKHART (BERNARD),208,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1167233.7532800001,1905933.21572,"(41.897438, -87.661215)"
ECKHART (BERNARD),208,FITNESS CENTER,INDOOR,1167212.3468200001,1905641.9036399999,"(41.896639, -87.661302)"
ECKHART (BERNARD),208,GYMNASIUM,INDOOR,1167139.7515,1905644.69563,"(41.896649, -87.661569)"
ECKHART (BERNARD),208,POOL (INDOOR),INDOOR,1167018.75929,1905613.98211,"(41.896567, -87.662014)"
ECKHART (BERNARD),208,BASEBALL JR/SOFTBALL,OUTDOOR,1167446.9565900001,1906015.6850399999,"(41.89766, -87.66043)"
ECKHART (BERNARD),208,BASEBALL JR/SOFTBALL,OUTDOOR,1167245.09742,1905762.94408,"(41.896971, -87.661179)"
ECKHART (BERNARD),208,PLAYGROUND,OUTDOOR,1167390.6529000001,1905566.9238,"(41.89643, -87.66065)"
ECKHART (BERNARD),208,SPRAY FEATURE,OUTDOOR,1167442.7860000001,1905633.6539799999,"(41.896612, -87.660456)"
ECKHART (BERNARD),208,BASEBALL SR,OUTDOOR,1167036.5650200001,1906022.3582599999,"(41.897687, -87.661937)"
EDGEBROOK,335,BASKETBALL COURT,OUTDOOR,1139895.9185200001,1943020.67074,"(41.999754, -87.760715)"
EDGEBROOK,335,BASKETBALL COURT,OUTDOOR,1139853.6531799999,1943046.3317799999,"(41.999825, -87.76087)"
EDGEBROOK,335,BASEBALL JR/SOFTBALL,OUTDOOR,1140015.6043,1943269.57281,"(42.000435, -87.760268)"
EDGEBROOK,335,BASEBALL JR/SOFTBALL,OUTDOOR,1139822.8957,1943377.2117000001,"(42.000733, -87.760975)"
EDGEBROOK,335,BASEBALL JR/SOFTBALL,OUTDOOR,1139555.53468,1943552.5587899999,"(42.00122, -87.761954)"
EDGEBROOK,335,PLAYGROUND,OUTDOOR,1139775.8419900001,1943124.1885800001,"(42.00004, -87.761154)"
EDGEBROOK,335,BASEBALL SR,OUTDOOR,1139534.7013900001,1943163.67013,"(42.000153, -87.76204)"
EDISON (THOMAS ALVA),62,PLAYGROUND,OUTDOOR,1124500.59662,1944447.21218,"(42.003937, -87.81732)"
EDMONDS (MOLLY),391,PLAYGROUND PARK,OUTDOOR,1172467.9081600001,1864654.57124,"(41.784052, -87.643209)"
ELLIS (SAMUEL),1213,BASKETBALL COURT,OUTDOOR,1181530.5550599999,1880678.43946,"(41.827819, -87.609488)"
ELLIS (SAMUEL),1213,BASKETBALL COURT,OUTDOOR,1181463.0962100001,1880651.8108999999,"(41.827747, -87.609736)"
ELLIS (SAMUEL),1213,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1181245.2439600001,1880839.3200399999,"(41.828267, -87.61053)"
ELLIS (SAMUEL),1213,BASEBALL JR/SOFTBALL,OUTDOOR,1181432.91714,1880768.9763499999,"(41.828069, -87.609843)"
ELLIS (SAMUEL),1213,BASEBALL JR/SOFTBALL,OUTDOOR,1181090.2967600001,1880708.6185300001,"(41.827912, -87.611102)"
ELLIS (SAMUEL),1213,BASEBALL JR/SOFTBALL,OUTDOOR,1181211.01272,1881042.36262,"(41.828825, -87.610649)"
ELLIS (SAMUEL),1213,PLAYGROUND,OUTDOOR,1181180.8336499999,1881234.08828,"(41.829351, -87.610754)"
ELLIS (SAMUEL),1213,TENNIS COURT,OUTDOOR,1181223.43921,1881505.6992899999,"(41.830096, -87.610589)"
ELLIS (SAMUEL),1213,TENNIS COURT,OUTDOOR,1181267.8200300001,1881527.0020699999,"(41.830153, -87.610425)"
ELSTON (DANIEL),1097,PLAYGROUND PARK,OUTDOOR,1154867.1005200001,1922962.62818,"(41.944425, -87.706179)"
EMERALD,1098,BASKETBALL COURT,OUTDOOR,1172149.8202200001,1867672.48089,"(41.792341, -87.644287)"
EMMERSON (LOUIS),104,BASKETBALL COURT,OUTDOOR,1162693.55862,1941304.49734,"(41.994596, -87.676896)"
EMMERSON (LOUIS),104,PLAYGROUND,OUTDOOR,1162835.20893,1941297.53082,"(41.994573, -87.676375)"
EMMERSON (LOUIS),104,SPRAY FEATURE,OUTDOOR,1162913.0004400001,1941352.1012500001,"(41.994722, -87.676087)"
EMMERSON (LOUIS),104,TENNIS COURT,OUTDOOR,1163025.6239,1941313.78571,"(41.994614, -87.675674)"
EMMERSON (LOUIS),104,TENNIS COURT,OUTDOOR,1162973.3759699999,1941313.78571,"(41.994615, -87.675866)"
ERHLER (WILLIAM),283,PLAYGROUND,OUTDOOR,1161041.5638900001,1912772.2945600001,"(41.916336, -87.683768)"
ESSEX,434,PLAYGROUND PARK,OUTDOOR,1187074.0935200001,1854233.4287,"(41.755121, -87.589988)"
EUCLID,66,BASKETBALL COURT,OUTDOOR,1174126.48621,1840039.7080699999,"(41.716469, -87.637858)"
EUCLID,66,BASKETBALL COURT,OUTDOOR,1174128.95832,1839965.54024,"(41.716266, -87.637851)"
EUCLID,66,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1174180.909,1840339.0726300001,"(41.71729, -87.63765)"
EUCLID,66,BASEBALL JR/SOFTBALL,OUTDOOR,1174100.52727,1840159.6126900001,"(41.716799, -87.637949)"
EUCLID,66,BASEBALL JR/SOFTBALL,OUTDOOR,1174262.46068,1840487.1874899999,"(41.717694, -87.637347)"
EUCLID,66,PLAYGROUND,OUTDOOR,1174263.6965699999,1840003.8603699999,"(41.716368, -87.637356)"
EUCLID,66,SPRAY FEATURE,OUTDOOR,1174161.09769,1839892.6086299999,"(41.716065, -87.637735)"
EUCLID,66,TENNIS COURT,OUTDOOR,1174107.9442499999,1839791.24597,"(41.715788, -87.637933)"
EUCLID,66,TENNIS COURT,OUTDOOR,1174153.6810399999,1839791.24597,"(41.715787, -87.637766)"
EVERGREEN,1276,PLAYGROUND PARK,OUTDOOR,1171336.3362799999,1921396.7517200001,"(41.939782, -87.645692)"
FARGO (JAMES) BEACH,1253,BEACH,OUTDOOR,1166396.3583,1949527.6990700001,"(42.017081, -87.663039)"
FELLGER (CHARLES),1100,PLAYGROUND PARK,OUTDOOR,1162243.4771700001,1921346.9483399999,"(41.939841, -87.679112)"
FERNWOOD,65,BASKETBALL COURT,OUTDOOR,1173664.27749,1835534.92181,"(41.704118, -87.639684)"
FERNWOOD,65,BASKETBALL COURT,OUTDOOR,1173663.1324799999,1835465.08632,"(41.703926, -87.63969)"
FERNWOOD,65,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1173719.8534899999,1835257.54244,"(41.703355, -87.639488)"
FERNWOOD,65,FITNESS CENTER,INDOOR,1173934.94099,1835611.46955,"(41.704322, -87.63869)"
FERNWOOD,65,GYMNASIUM,INDOOR,1173986.1525000001,1835611.46955,"(41.704321, -87.638503)"
FERNWOOD,65,POOL (INDOOR),INDOOR,1173962.2539299999,1835481.73425,"(41.703965, -87.638594)"
FERNWOOD,65,BASEBALL JR/SOFTBALL,OUTDOOR,1173890.9565000001,1835329.9947200001,"(41.70355, -87.63886)"
FERNWOOD,65,PLAYGROUND,OUTDOOR,1173765.0236800001,1835642.5370799999,"(41.704411, -87.639312)"
FERNWOOD,65,SPRAY FEATURE,OUTDOOR,1173628.7874,1835747.86298,"(41.704703, -87.639807)"
FERNWOOD,65,BASEBALL SR,OUTDOOR,1173628.7874,1835155.9783399999,"(41.703079, -87.639825)"
FERNWOOD,65,TENNIS COURT,OUTDOOR,1174102.75266,1835146.81956,"(41.703043, -87.638089)"
FERNWOOD,65,TENNIS COURT,OUTDOOR,1173967.6610699999,1835145.6748800001,"(41.703043, -87.638584)"
FERNWOOD,65,TENNIS COURT,OUTDOOR,1174059.24881,1835146.81956,"(41.703044, -87.638249)"
FERNWOOD,65,TENNIS COURT,OUTDOOR,1174011.1652500001,1835146.81956,"(41.703045, -87.638425)"
FIELD (EUGENE),41,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1150757.3912200001,1934045.9091700001,"(41.97492, -87.720994)"
FIELD (EUGENE),41,GYMNASIUM,INDOOR,1150381.8483299999,1933712.81895,"(41.974014, -87.722383)"
FIELD (EUGENE),41,BASEBALL JR/SOFTBALL,OUTDOOR,1150737.8709199999,1934170.39809,"(41.975262, -87.721062)"
FIELD (EUGENE),41,PLAYGROUND,OUTDOOR,1149887.1426299999,1934024.4508799999,"(41.974878, -87.724194)"
FIELD (EUGENE),41,SPRAY FEATURE,OUTDOOR,1149975.39081,1933964.75939,"(41.974713, -87.723872)"
FIELD (EUGENE),41,BASEBALL SR,OUTDOOR,1150684.7283099999,1933923.16958,"(41.974585, -87.721264)"
FIELD (EUGENE),41,TENNIS COURT,OUTDOOR,1149857.5527900001,1933846.92138,"(41.974392, -87.724308)"
FIELD (EUGENE),41,TENNIS COURT,OUTDOOR,1149899.14261,1933851.5424299999,"(41.974404, -87.724155)"
FIELD (EUGENE),41,TENNIS COURT,OUTDOOR,1149943.04311,1933853.8531200001,"(41.974409, -87.723993)"
FIELD (EUGENE),41,TENNIS COURT,OUTDOOR,1149986.94361,1933851.5424299999,"(41.974402, -87.723832)"
FIELD (EUGENE),41,TENNIS COURT,OUTDOOR,1150035.46484,1933853.8531200001,"(41.974407, -87.723654)"
FILBERT,1281,PLAYGROUND PARK,OUTDOOR,1163306.79033,1926337.63029,"(41.953513, -87.675063)"
FLOWER (LUCY),431,PLAYGROUND PARK,OUTDOOR,1158823.0663600001,1912290.1108200001,"(41.915059, -87.691932)"
FLYING SQUIRREL,331,PLAYGROUND PARK,OUTDOOR,1185257.1588300001,1861411.21257,"(41.774861, -87.596422)"
FOREST GLEN,70,PLAYGROUND PARK,OUTDOOR,1141609.55354,1934941.0179399999,"(41.977551, -87.754611)"
FOSCO (PETER),1030,FITNESS CENTER,INDOOR,1168295.2954500001,1894077.44022,"(41.864882, -87.657659)"
FOSCO (PETER),1030,POOL (INDOOR),INDOOR,1168432.5451700001,1893996.07654,"(41.864656, -87.657158)"
FOSCO (PETER),1030,PLAYGROUND,OUTDOOR,1168178.8252099999,1893951.9483399999,"(41.864541, -87.658091)"
FOSCO (PETER),1030,PLAYGROUND,OUTDOOR,1168535.4006099999,1893938.7400400001,"(41.864497, -87.656782)"
FOSCO (PETER),1030,WATER PLAYGROUND,OUTDOOR,1168173.79339,1894086.5540499999,"(41.86491, -87.658105)"
FOSTER (J. FRANK),26,BASKETBALL COURT,OUTDOOR,1167736.7499800001,1849569.0141400001,"(41.742758, -87.660988)"
FOSTER (J. FRANK),26,BASKETBALL COURT,OUTDOOR,1167796.58516,1849570.1873699999,"(41.74276, -87.660769)"
FOSTER (J. FRANK),26,BASKETBALL COURT,OUTDOOR,1168118.0520299999,1849328.50052,"(41.74209, -87.659598)"
FOSTER (J. FRANK),26,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1168041.9672099999,1848792.8447700001,"(41.740622, -87.659892)"
FOSTER (J. FRANK),26,FITNESS CENTER,INDOOR,1168028.2320000001,1849191.16943,"(41.741715, -87.659931)"
FOSTER (J. FRANK),26,GYMNASIUM,INDOOR,1167952.6875400001,1849331.95655,"(41.742103, -87.660203)"
FOSTER (J. FRANK),26,HORSESHOE COURT,OUTDOOR,1168238.4113700001,1849611.20927,"(41.742863, -87.659149)"
FOSTER (J. FRANK),26,POOL (INDOOR),INDOOR,1167978.44142,1849167.13273,"(41.74165, -87.660114)"
FOSTER (J. FRANK),26,BASEBALL JR/SOFTBALL,OUTDOOR,1167835.8855999999,1848907.3035299999,"(41.74094, -87.660644)"
FOSTER (J. FRANK),26,BASEBALL JR/SOFTBALL,OUTDOOR,1168177.3081499999,1848961.2738900001,"(41.741081, -87.659391)"
FOSTER (J. FRANK),26,BASEBALL JR/SOFTBALL,OUTDOOR,1168259.43725,1848622.1981200001,"(41.740149, -87.6591)"
JACKSON (ANDREW),19,CROQUET,SPECIAL,1189950.06021,1866690.9753099999,"(41.789237, -87.579049)"
FOSTER (J. FRANK),26,BASEBALL JR/SOFTBALL,OUTDOOR,1168101.0451799999,1849611.26734,"(41.742866, -87.659652)"
FOSTER (J. FRANK),26,PLAYGROUND,OUTDOOR,1167759.0416000001,1849391.8553800001,"(41.742272, -87.660911)"
FOSTER (J. FRANK),26,BASEBALL SR,OUTDOOR,1167827.6726899999,1848621.0245699999,"(41.740155, -87.660682)"
FOSTER (J. FRANK),26,TENNIS COURT,OUTDOOR,1167654.6235,1849563.14769,"(41.742744, -87.661289)"
FOSTER (J. FRANK),26,TENNIS COURT,OUTDOOR,1167658.1431799999,1849425.8792600001,"(41.742367, -87.66128)"
FOSTER (J. FRANK),26,TENNIS COURT,OUTDOOR,1167659.3163999999,1849314.42148,"(41.742061, -87.661279)"
FOSTER (J. FRANK),26,TENNIS COURT,OUTDOOR,1167662.83608,1849193.57822,"(41.74173, -87.661269)"
FOSTER (J. FRANK),26,TENNIS COURT,OUTDOOR,1168374.41799,1849212.35442,"(41.741766, -87.658662)"
FOSTER (J. FRANK),26,TENNIS COURT,OUTDOOR,1168368.5515300001,1849332.0284,"(41.742094, -87.65868)"
FOSTER (J. FRANK),26,TENNIS COURT,OUTDOOR,1168367.3783100001,1849452.8755999999,"(41.742426, -87.658681)"
FOSTER (J. FRANK),26,TENNIS COURT,OUTDOOR,1168363.8586299999,1849572.54957,"(41.742755, -87.65869)"
FOSTER (J. FRANK),26,TRACK,OUTDOOR,1168255.32079,1849354.31149,"(41.742158, -87.659094)"
FOSTER (J. FRANK),26,WATER PLAYGROUND,OUTDOOR,1167773.1203099999,1849214.69661,"(41.741785, -87.660865)"
FRANKLIN (BENJAMIN),202,BASKETBALL COURT,OUTDOOR,1148206.4032099999,1892533.5630600001,"(41.861056, -87.731446)"
FRANKLIN (BENJAMIN),202,BASKETBALL COURT,OUTDOOR,1148129.0854499999,1892531.25532,"(41.861051, -87.73173)"
